Transaction ID,Transaction Date,Settlement Date,Merchant,Transaction Type,Currency,Transaction Amount,Transaction Status,Reference Number,Source/System,Customer Reference
TXN100469,2026-07-04,2026-07-07,Digital Store,Purchase,INR,1629.6,Reversed,REF200469,External Settlement File,CUST3684
TXN100470,2026-07-20,2026-07-21,Food Services,Purchase,INR,754.48,Completed,REF200470,External Settlement File,CUST4740
TXN100471,2026-07-17,2026-07-19,Travel Co,Purchase,INR,1167.05,Completed,REF200471,External Settlement File,CUST2859
TXN100472,2026-07-24,2026-07-25,Retailer A,Purchase,INR,366.51,Completed,REF200472,External Settlement File,CUST9102
TXN100473,2026-07-31,2026-08-02,Digital Store,Reversal,USD,3346.64,Completed,REF200473,External Settlement File,CUST4974
TXN100474,2026-07-07,2026-07-09,Food Services,Purchase,USD,1680.83,Completed,REF200474,External Settlement File,CUST5725
TXN100475,2026-07-10,2026-07-12,Utility Co,Purchase,INR,2614.0,Completed,REF200475,External Settlement File,CUST9321
TXN100476,2026-07-22,2026-07-24,Retailer A,Purchase,INR,785.68,Completed,REF200476,External Settlement File,CUST2647
TXN100477,2026-07-27,2026-07-29,Travel Co,Purchase,INR,1280.77,Completed,REF200477,External Settlement File,CUST9580
TXN100478,2026-07-16,2026-07-17,Food Services,Refund,INR,1726.09,Completed,REF200478,External Settlement File,CUST2278
TXN100479,2026-07-22,2026-07-24,Food Services,Purchase,INR,2075.06,Completed,REF200479,External Settlement File,CUST3371
TXN100480,2026-07-02,2026-07-05,Food Services,Purchase,INR,4160.59,Completed,REF200480,External Settlement File,CUST6776
TXN100481,2026-07-23,2026-07-25,Travel Co,Reversal,INR,928.81,Completed,REF200481,External Settlement File,CUST4789
TXN100482,2026-07-24,2026-07-27,Utility Co,Refund,USD,2976.15,Completed,REF200482,External Settlement File,CUST5851
TXN100483,2026-07-19,2026-07-21,Digital Store,Purchase,INR,2590.45,Completed,REF200483,External Settlement File,CUST9663
TXN100484,2026-07-16,2026-07-17,Travel Co,Purchase,INR,5503.09,Pending,REF200484,External Settlement File,CUST1745
TXN100485,2026-07-27,2026-07-28,Utility Co,Refund,USD,711.05,Completed,REF200485,External Settlement File,CUST1838
TXN100486,2026-07-14,2026-07-15,Retailer A,Purchase,USD,3506.21,Completed,REF200486,External Settlement File,CUST5860
TXN100487,2026-07-07,2026-07-09,Travel Co,Refund,INR,1130.33,Completed,REF200487,External Settlement File,CUST8000
TXN100488,2026-07-23,2026-07-26,Travel Co,Purchase,INR,890.21,Completed,REF200488,External Settlement File,CUST6724
TXN100489,2026-07-08,2026-07-11,Travel Co,Purchase,EUR,2778.3,Completed,REF200489,External Settlement File,CUST4657
TXN100490,2026-07-24,2026-07-26,Retailer B,Purchase,INR,1632.68,Completed,REF200490,External Settlement File,CUST4360
TXN100491,2026-07-21,2026-07-22,Retailer A,Reversal,INR,382.64,Pending,REF200491,External Settlement File,CUST3800
TXN100492,2026-07-25,2026-07-26,Retailer B,Purchase,GBP,3086.11,Completed,REF200492,External Settlement File,CUST2534
TXN100493,2026-07-16,2026-07-18,Travel Co,Purchase,GBP,510.55,Completed,REF200493,External Settlement File,CUST3505
TXN100494,2026-07-02,2026-07-03,Retailer B,Purchase,GBP,2016.39,Completed,REF200494,External Settlement File,CUST3069
TXN100495,2026-07-25,2026-07-26,Retailer A,Purchase,INR,2551.98,Completed,REF200495,External Settlement File,CUST7502
TXN100496,2026-07-25,2026-07-26,Retailer A,Purchase,INR,1407.54,Completed,REF200496,External Settlement File,CUST9085
TXN100497,2026-07-26,2026-07-27,Utility Co,Purchase,INR,1605.02,Completed,REF200497,External Settlement File,CUST6350
TXN100498,2026-07-04,2026-07-05,Utility Co,Purchase,INR,1219.34,Completed,REF200498,External Settlement File,CUST1670
TXN100499,2026-07-02,2026-07-04,Retailer B,Purchase,INR,614.66,Completed,REF200499,External Settlement File,CUST5779
TXN100500,2026-07-24,2026-07-26,Food Services,Purchase,USD,830.41,Completed,REF200500,External Settlement File,CUST3474
TXN100501,2026-07-26,2026-07-27,Food Services,Purchase,EUR,2836.14,Completed,REF200501,External Settlement File,CUST5238
TXN100502,2026-07-10,2026-07-11,Retailer B,Reversal,INR,789.8,Completed,REF200502,External Settlement File,CUST8202
TXN100503,2026-07-06,2026-07-08,Retailer B,Purchase,INR,1528.98,Completed,REF200503,External Settlement File,CUST6542
TXN100504,2026-07-24,2026-07-25,Retailer A,Refund,INR,1563.89,Completed,REF200504,External Settlement File,CUST3705
TXN100505,2026-07-10,2026-07-11,Utility Co,Purchase,INR,948.43,Completed,REF200505,External Settlement File,CUST5624
TXN100506,2026-07-15,2026-07-17,Digital Store,Purchase,INR,1015.49,Completed,REF200506,External Settlement File,CUST6107
TXN100507,2026-07-25,2026-07-27,Travel Co,Purchase,INR,5499.21,Completed,REF200507,External Settlement File,CUST1822
TXN100508,2026-07-20,2026-07-21,Food Services,Purchase,INR,285.46,Completed,REF200508,External Settlement File,CUST4054
TXN100509,2026-07-02,2026-07-03,Utility Co,Purchase,INR,793.47,Completed,REF200509,External Settlement File,CUST9558
TXN100510,2026-07-11,2026-07-12,Utility Co,Purchase,INR,716.87,Completed,REF200510,External Settlement File,CUST2327
TXN100511,2026-07-28,2026-07-29,Travel Co,Purchase,GBP,1203.62,Completed,REF200511,External Settlement File,CUST7187
TXN100512,2026-07-09,2026-07-11,Travel Co,Purchase,INR,441.85,Completed,REF200512,External Settlement File,CUST1151
TXN100513,2026-07-02,2026-07-03,Retailer A,Purchase,INR,4589.48,Completed,REF200513,External Settlement File,CUST4046
TXN100514,2026-07-16,2026-07-17,Digital Store,Refund,INR,875.24,Completed,REF200514,External Settlement File,CUST7182
TXN100515,2026-07-31,2026-08-01,Travel Co,Purchase,INR,1270.33,Completed,REF200515,External Settlement File,CUST9557
TXN100516,2026-07-19,2026-07-20,Travel Co,Reversal,USD,1459.57,Completed,REF200516,External Settlement File,CUST7852
TXN100517,2026-07-30,2026-07-31,Travel Co,Refund,INR,698.56,Reversed,REF200517,External Settlement File,CUST7896
TXN100518,2026-07-22,2026-07-23,Retailer B,Purchase,INR,942.58,Completed,REF200518,External Settlement File,CUST2844
TXN100519,2026-07-09,2026-07-10,Digital Store,Purchase,USD,1488.87,Completed,REF200519,External Settlement File,CUST1196
TXN100520,2026-07-10,2026-07-11,Travel Co,Refund,INR,1512.72,Completed,REF200520,External Settlement File,CUST3559
TXN100521,2026-07-03,2026-07-05,Retailer A,Purchase,INR,2365.64,Completed,REF200521,External Settlement File,CUST1774
TXN100522,2026-07-11,2026-07-13,Travel Co,Refund,INR,1456.03,Pending,REF200522,External Settlement File,CUST6909
TXN100523,2026-07-09,2026-07-11,Utility Co,Purchase,EUR,1427.01,Completed,REF200523,External Settlement File,CUST9607
TXN100524,2026-07-04,2026-07-06,Travel Co,Purchase,INR,900.45,Completed,REF200524,External Settlement File,CUST8071
TXN100525,2026-07-01,2026-07-02,Utility Co,Purchase,GBP,435.8,Completed,REF200525,External Settlement File,CUST4182
TXN100526,2026-07-12,2026-07-13,Retailer A,Purchase,INR,2183.55,Completed,REF200526,External Settlement File,CUST1361
TXN100527,2026-07-29,2026-07-31,Travel Co,Purchase,INR,501.34,Completed,REF200527,External Settlement File,CUST1114
TXN100528,2026-07-24,2026-07-25,Travel Co,Purchase,INR,796.94,Completed,REF200528,External Settlement File,CUST7726
TXN100529,2026-07-23,2026-07-25,Retailer A,Purchase,INR,931.08,Completed,REF200529,External Settlement File,CUST8008
TXN100530,2026-07-01,2026-07-02,Utility Co,Purchase,USD,522.61,Completed,REF200530,External Settlement File,CUST6949
TXN100531,2026-07-07,2026-07-09,Food Services,Refund,GBP,1563.9,Pending,REF200531,External Settlement File,CUST2322
TXN100532,2026-07-07,2026-07-09,Retailer A,Reversal,INR,375.79,Completed,REF200532,External Settlement File,CUST3451
TXN100533,2026-07-06,2026-07-09,Retailer A,Purchase,USD,1154.96,Reversed,REF200533,External Settlement File,CUST6848
TXN100534,2026-07-01,2026-07-03,Travel Co,Refund,INR,546.35,Completed,REF200534,External Settlement File,CUST5368
TXN100535,2026-07-25,2026-07-27,Food Services,Reversal,EUR,533.42,Completed,REF200535,External Settlement File,CUST5777
TXN100536,2026-07-22,2026-07-24,Travel Co,Purchase,INR,598.82,Completed,REF200536,External Settlement File,CUST9297
TXN100537,2026-07-15,2026-07-16,Utility Co,Purchase,EUR,726.55,Pending,REF200537,External Settlement File,CUST2116
TXN100538,2026-07-10,2026-07-11,Digital Store,Purchase,USD,10104.02,Pending,REF200538,External Settlement File,CUST6678
TXN100539,2026-07-05,2026-07-07,Utility Co,Purchase,INR,3900.05,Reversed,REF200539,External Settlement File,CUST6565
TXN100540,2026-07-08,2026-07-10,Retailer A,Purchase,INR,1951.55,Completed,REF200540,External Settlement File,CUST8963
TXN100541,2026-07-30,2026-08-01,Travel Co,Purchase,INR,624.37,Completed,REF200541,External Settlement File,CUST8528
TXN100542,2026-07-22,2026-07-23,Digital Store,Purchase,GBP,1369.75,Completed,REF200542,External Settlement File,CUST5840
TXN100543,2026-07-23,2026-07-24,Retailer A,Purchase,INR,466.73,Completed,REF200543,External Settlement File,CUST2454
TXN100544,2026-07-20,2026-07-21,Retailer A,Purchase,INR,287.31,Completed,REF200544,External Settlement File,CUST8503
TXN100545,2026-07-13,2026-07-14,Travel Co,Purchase,INR,354.48,Pending,REF200545,External Settlement File,CUST9498
TXN100546,2026-07-17,2026-07-18,Travel Co,Purchase,INR,5000.34,Completed,REF200546,External Settlement File,CUST9230
TXN100547,2026-07-17,2026-07-18,Utility Co,Purchase,USD,920.36,Completed,REF200547,External Settlement File,CUST7075
TXN100548,2026-07-23,2026-07-26,Travel Co,Purchase,INR,256.94,Reversed,REF200548,External Settlement File,CUST6107
TXN100549,2026-07-12,2026-07-13,Travel Co,Purchase,INR,1087.59,Completed,REF200549,External Settlement File,CUST8264
TXN100550,2026-07-20,2026-07-22,Retailer B,Purchase,INR,667.81,Completed,REF200550,External Settlement File,CUST3626
TXN100552,2026-07-20,2026-07-21,Utility Co,Purchase,INR,177.58,Completed,REF200552,External Settlement File,CUST1838
TXN100553,2026-07-12,2026-07-13,Travel Co,Purchase,USD,1185.52,Completed,REF200553,External Settlement File,CUST3829
TXN100554,2026-07-15,2026-07-16,Retailer A,Purchase,EUR,1496.25,Completed,REF200554,External Settlement File,CUST9806
TXN100555,2026-07-13,2026-07-16,Digital Store,Refund,EUR,6273.71,Completed,REF200555,External Settlement File,CUST6240
TXN100556,2026-07-02,2026-07-05,Retailer A,Refund,INR,171.02,Completed,REF200556,External Settlement File,CUST9213
TXN100557,2026-07-30,2026-08-02,Retailer A,Purchase,INR,985.28,Completed,REF200557,External Settlement File,CUST7534
TXN100558,2026-07-30,2026-07-31,Utility Co,Purchase,INR,686.32,Completed,REF200558,External Settlement File,CUST8758
TXN100559,2026-07-30,2026-07-31,Retailer A,Purchase,GBP,357.53,Completed,REF200559,External Settlement File,CUST2700
TXN100560,2026-07-05,2026-07-07,Travel Co,Reversal,INR,1745.74,Completed,REF200560,External Settlement File,CUST2092
TXN100561,2026-07-27,2026-07-29,Utility Co,Purchase,INR,183.57,Completed,REF200561,External Settlement File,CUST8774
TXN100562,2026-07-04,2026-07-05,Retailer B,Purchase,INR,530.99,Completed,REF200562,External Settlement File,CUST4076
TXN100563,2026-07-05,2026-07-06,Travel Co,Purchase,INR,253.59,Completed,REF200563,External Settlement File,CUST8416
TXN100564,2026-07-26,2026-07-28,Utility Co,Refund,EUR,4648.46,Completed,REF200564,External Settlement File,CUST6490
TXN100565,2026-07-23,2026-07-24,Retailer A,Purchase,INR,608.96,Completed,REF200565,External Settlement File,CUST2676
TXN100566,2026-07-16,2026-07-17,Food Services,Purchase,INR,530.47,Completed,REF200566,External Settlement File,CUST5593
TXN100567,2026-07-23,2026-07-25,Retailer B,Purchase,INR,1016.15,Completed,REF200567,External Settlement File,CUST3763
TXN100568,2026-07-11,2026-07-14,Travel Co,Reversal,INR,828.74,Pending,REF200568,External Settlement File,CUST2634
TXN100569,2026-07-12,2026-07-13,Retailer A,Purchase,INR,381.86,Pending,REF200569,External Settlement File,CUST4972
TXN100570,2026-07-26,2026-07-27,Food Services,Purchase,USD,803.04,Completed,REF200570,External Settlement File,CUST2544
TXN100571,2026-07-26,2026-07-28,Digital Store,Purchase,INR,2422.81,Completed,REF200571,External Settlement File,CUST4234
TXN100572,2026-07-04,2026-07-06,Retailer B,Refund,INR,378.48,Completed,REF200572,External Settlement File,CUST4147
TXN100574,2026-07-26,2026-07-28,Retailer A,Purchase,USD,402.27,Completed,REF200574,External Settlement File,CUST3842
TXN100575,2026-07-08,2026-07-09,Digital Store,Purchase,INR,350.24,Completed,REF200575,External Settlement File,CUST5137
TXN100576,2026-07-08,2026-07-09,Retailer B,Purchase,USD,294.35,Completed,REF200576,External Settlement File,CUST4239
TXN100577,2026-07-08,2026-07-09,Food Services,Purchase,INR,1919.59,Completed,REF200577,External Settlement File,CUST9395
TXN100578,2026-07-20,2026-07-22,Travel Co,Purchase,INR,8004.23,Completed,REF200578,External Settlement File,CUST7555
TXN100579,2026-07-14,2026-07-16,Retailer B,Purchase,INR,3905.03,Completed,REF200579,External Settlement File,CUST8616
TXN100580,2026-07-15,2026-07-16,Retailer B,Purchase,INR,2819.4,Completed,REF200580,External Settlement File,CUST4893
TXN100581,2026-07-26,2026-07-28,Travel Co,Purchase,INR,1411.31,Pending,REF200581,External Settlement File,CUST6972
TXN100582,2026-07-25,2026-07-27,Travel Co,Purchase,INR,1724.85,Reversed,REF200582,External Settlement File,CUST5864
TXN100583,2026-07-01,2026-07-02,Digital Store,Refund,INR,1308.98,Completed,REF200583,External Settlement File,CUST3622
TXN100584,2026-07-11,2026-07-12,Food Services,Purchase,INR,2990.14,Completed,REF200584,External Settlement File,CUST5552
TXN100585,2026-07-10,2026-07-11,Retailer A,Purchase,EUR,997.63,Completed,REF200585,External Settlement File,CUST4762
TXN100586,2026-07-20,2026-07-22,Travel Co,Purchase,USD,669.9,Completed,REF200586,External Settlement File,CUST2453
TXN100587,2026-07-28,2026-07-29,Food Services,Purchase,USD,576.12,Completed,REF200587,External Settlement File,CUST3000
TXN100588,2026-07-09,2026-07-10,Food Services,Purchase,INR,455.46,Completed,REF200588,External Settlement File,CUST2640
TXN100589,2026-07-04,2026-07-05,Digital Store,Purchase,INR,491.97,Completed,REF200589,External Settlement File,CUST1534
TXN100590,2026-07-10,2026-07-11,Digital Store,Purchase,INR,1224.64,Reversed,REF200590,External Settlement File,CUST6388
TXN100591,2026-07-21,2026-07-22,Retailer B,Purchase,EUR,971.41,Reversed,REF200591,External Settlement File,CUST8081
TXN100592,2026-07-23,2026-07-24,Retailer A,Purchase,INR,918.93,Completed,REF200592,External Settlement File,CUST5139
TXN100593,2026-07-17,2026-07-18,Retailer A,Purchase,INR,779.95,Completed,REF200593,External Settlement File,CUST4850
TXN100595,2026-07-07,2026-07-09,Retailer A,Purchase,INR,1013.81,Completed,REF200595,External Settlement File,CUST5494
TXN100596,2026-07-13,2026-07-14,Travel Co,Purchase,USD,2096.03,Pending,REF200596,External Settlement File,CUST9301
TXN100597,2026-07-27,2026-07-29,Food Services,Purchase,INR,3052.33,Completed,REF200597,External Settlement File,CUST2513
TXN100598,2026-07-31,2026-08-01,Retailer B,Purchase,INR,556.91,Completed,REF200598,External Settlement File,CUST1831
TXN100599,2026-07-12,2026-07-13,Retailer B,Purchase,INR,1249.0,Completed,REF200599,External Settlement File,CUST1143
TXN100600,2026-07-12,2026-07-13,Retailer B,Purchase,USD,770.05,Completed,REF200600,External Settlement File,CUST5607
TXN100601,2026-07-29,2026-07-30,Digital Store,Purchase,GBP,3261.35,Completed,REF200601,External Settlement File,CUST6019
TXN100602,2026-07-23,2026-07-25,Retailer B,Reversal,INR,1675.7,Completed,REF200602,External Settlement File,CUST9089
TXN100603,2026-07-06,2026-07-07,Utility Co,Purchase,INR,1537.63,Completed,REF200603,External Settlement File,CUST8080
TXN100604,2026-07-25,2026-07-26,Retailer B,Purchase,INR,1360.68,Completed,REF200604,External Settlement File,CUST5079
TXN100605,2026-07-04,2026-07-06,Retailer B,Purchase,EUR,1685.01,Reversed,REF200605,External Settlement File,CUST2789
TXN100606,2026-07-08,2026-07-10,Retailer A,Purchase,INR,6978.0,Completed,REF200606,External Settlement File,CUST6533
TXN100607,2026-07-20,2026-07-22,Travel Co,Refund,INR,1897.7,Completed,REF200607,External Settlement File,CUST7533
TXN100608,2026-07-13,2026-07-14,Digital Store,Purchase,EUR,202.5,Pending,REF200608,External Settlement File,CUST6352
TXN100609,2026-07-07,2026-07-09,Digital Store,Purchase,INR,2331.96,Completed,REF200609,External Settlement File,CUST9725
TXN100610,2026-07-04,2026-07-06,Digital Store,Purchase,INR,970.44,Completed,REF200610,External Settlement File,CUST3109
TXN100611,2026-07-19,2026-07-21,Utility Co,Purchase,EUR,735.25,Completed,REF200611,External Settlement File,CUST3691
TXN100612,2026-07-25,2026-07-27,Utility Co,Purchase,INR,1199.22,Completed,REF200612,External Settlement File,CUST3787
TXN100613,2026-07-20,2026-07-21,Retailer B,Purchase,INR,268.52,Completed,REF200613,External Settlement File,CUST9157
TXN100614,2026-07-27,2026-07-28,Travel Co,Purchase,USD,1491.51,Pending,REF200614,External Settlement File,CUST4421
TXN100615,2026-07-08,2026-07-09,Food Services,Purchase,INR,1418.19,Completed,REF200615,External Settlement File,CUST6406
TXN100616,2026-07-22,2026-07-24,Utility Co,Purchase,INR,3505.33,Completed,REF200616,External Settlement File,CUST8662
TXN100617,2026-07-30,2026-08-02,Digital Store,Purchase,INR,502.73,Pending,REF200617,External Settlement File,CUST7473
TXN100618,2026-07-23,2026-07-25,Retailer B,Refund,USD,832.46,Completed,REF200618,External Settlement File,CUST5405
TXN100619,2026-07-25,2026-07-26,Digital Store,Purchase,INR,3531.18,Completed,REF200619,External Settlement File,CUST9791
TXN100620,2026-07-28,2026-07-30,Digital Store,Purchase,INR,1342.73,Completed,REF200620,External Settlement File,CUST1418
TXN100621,2026-07-22,2026-07-23,Retailer A,Purchase,EUR,391.42,Completed,REF200621,External Settlement File,CUST7430
TXN100622,2026-07-03,2026-07-04,Utility Co,Purchase,INR,683.24,Completed,REF200622,External Settlement File,CUST5293
TXN100623,2026-07-06,2026-07-08,Retailer B,Purchase,INR,1734.16,Pending,REF200623,External Settlement File,CUST9634
TXN100624,2026-07-27,2026-07-29,Retailer A,Purchase,INR,1865.55,Completed,REF200624,External Settlement File,CUST8556
TXN100625,2026-07-08,2026-07-09,Food Services,Purchase,INR,1219.92,Completed,REF200625,External Settlement File,CUST6834
TXN100626,2026-07-27,2026-07-28,Retailer B,Refund,INR,1375.32,Completed,REF200626,External Settlement File,CUST2631
TXN100627,2026-07-14,2026-07-15,Utility Co,Reversal,INR,1154.66,Completed,REF200627,External Settlement File,CUST4473
TXN100628,2026-07-23,2026-07-24,Retailer A,Purchase,INR,370.82,Completed,REF200628,External Settlement File,CUST7310
TXN100629,2026-07-27,2026-07-28,Digital Store,Purchase,EUR,582.53,Completed,REF200629,External Settlement File,CUST2097
TXN100630,2026-07-05,2026-07-07,Digital Store,Purchase,INR,430.2,Completed,REF200630,External Settlement File,CUST7301
TXN100631,2026-07-04,2026-07-05,Retailer A,Purchase,INR,1039.63,Completed,REF200631,External Settlement File,CUST3497
TXN100632,2026-07-24,2026-07-26,Retailer A,Purchase,EUR,3236.24,Completed,REF200632,External Settlement File,CUST8093
TXN100633,2026-07-02,2026-07-05,Utility Co,Purchase,INR,1885.41,Pending,REF200633,External Settlement File,CUST1485
TXN100634,2026-07-26,2026-07-27,Retailer B,Purchase,INR,1232.05,Completed,REF200634,External Settlement File,CUST8528
TXN100635,2026-07-28,2026-07-29,Digital Store,Purchase,INR,1135.97,Completed,REF200635,External Settlement File,CUST3626
TXN100636,2026-07-16,2026-07-17,Utility Co,Refund,INR,1357.73,Completed,REF200636,External Settlement File,CUST6201
TXN100637,2026-07-30,2026-07-31,Travel Co,Purchase,INR,324.09,Completed,REF200637,External Settlement File,CUST4033
TXN100638,2026-07-14,2026-07-16,Travel Co,Purchase,USD,6455.26,Completed,REF200638,External Settlement File,CUST2239
TXN100639,2026-07-02,2026-07-05,Travel Co,Purchase,INR,1536.95,Completed,REF200639,External Settlement File,CUST8443
TXN100640,2026-07-17,2026-07-19,Travel Co,Purchase,INR,580.42,Completed,REF200640,External Settlement File,CUST8012
TXN100641,2026-07-25,2026-07-27,Digital Store,Refund,INR,1278.83,Completed,REF200641,External Settlement File,CUST1771
TXN100642,2026-07-25,2026-07-26,Utility Co,Reversal,INR,636.02,Completed,REF200642,External Settlement File,CUST2736
TXN100643,2026-07-27,2026-07-28,Retailer B,Purchase,INR,2356.79,Completed,REF200643,External Settlement File,CUST1418
TXN100644,2026-07-04,2026-07-05,Travel Co,Purchase,INR,915.72,Completed,REF200644,External Settlement File,CUST3613
TXN100645,2026-07-03,2026-07-04,Utility Co,Purchase,USD,4276.65,Completed,REF200645,External Settlement File,CUST9026
TXN100646,2026-07-20,2026-07-21,Utility Co,Refund,INR,625.2,Completed,REF200646,External Settlement File,CUST6342
TXN100647,2026-07-05,2026-07-06,Digital Store,Purchase,INR,945.18,Completed,REF200647,External Settlement File,CUST1751
TXN100648,2026-07-07,2026-07-08,Utility Co,Reversal,INR,575.34,Completed,REF200648,External Settlement File,CUST1273
TXN100649,2026-07-24,2026-07-26,Food Services,Purchase,INR,1398.29,Completed,REF200649,External Settlement File,CUST1174
TXN100650,2026-07-31,2026-08-02,Travel Co,Purchase,USD,1673.31,Completed,REF200650,External Settlement File,CUST1654
TXN100651,2026-07-25,2026-07-27,Food Services,Purchase,GBP,1846.94,Completed,REF200651,External Settlement File,CUST9103
TXN100652,2026-07-09,2026-07-12,Food Services,Purchase,EUR,2423.41,Completed,REF200652,External Settlement File,CUST6990
TXN100653,2026-07-08,2026-07-10,Retailer B,Purchase,EUR,942.29,Reversed,REF200653,External Settlement File,CUST8454
TXN100654,2026-07-02,2026-07-03,Digital Store,Purchase,INR,3056.89,Completed,REF200654,External Settlement File,CUST4648
TXN100655,2026-07-16,2026-07-17,Digital Store,Purchase,GBP,2486.48,Reversed,REF200655,External Settlement File,CUST2905
TXN100656,2026-07-19,2026-07-21,Retailer A,Purchase,INR,3460.13,Pending,REF200656,External Settlement File,CUST6130
TXN100657,2026-07-31,2026-08-01,Food Services,Purchase,USD,1548.2,Completed,REF200657,External Settlement File,CUST9427
TXN100658,2026-07-04,2026-07-06,Retailer A,Purchase,INR,1288.73,Completed,REF200658,External Settlement File,CUST6637
TXN100659,2026-07-01,2026-07-02,Food Services,Purchase,INR,1191.11,Completed,REF200659,External Settlement File,CUST2817
TXN100660,2026-07-10,2026-07-12,Utility Co,Purchase,INR,784.31,Completed,REF200660,External Settlement File,CUST4802
TXN100661,2026-07-27,2026-07-28,Travel Co,Purchase,USD,887.91,Completed,REF200661,External Settlement File,CUST6139
TXN100662,2026-07-13,2026-07-14,Utility Co,Purchase,INR,594.36,Completed,REF200662,External Settlement File,CUST7282
TXN100663,2026-07-25,2026-07-27,Food Services,Purchase,INR,2358.98,Completed,REF200663,External Settlement File,CUST5953
TXN100665,2026-07-18,2026-07-19,Retailer A,Purchase,USD,1933.61,Completed,REF200665,External Settlement File,CUST6416
TXN100666,2026-07-09,2026-07-10,Food Services,Purchase,INR,1168.79,Completed,REF200666,External Settlement File,CUST9158
TXN100667,2026-07-06,2026-07-08,Food Services,Purchase,GBP,1499.64,Completed,REF200667,External Settlement File,CUST5536
TXN100668,2026-07-26,2026-07-27,Travel Co,Purchase,EUR,426.2,Completed,REF200668,External Settlement File,CUST1320
TXN100669,2026-07-25,2026-07-26,Digital Store,Purchase,INR,394.28,Completed,REF200669,External Settlement File,CUST7746
TXN100670,2026-07-28,2026-07-30,Retailer B,Purchase,INR,1183.65,Completed,REF200670,External Settlement File,CUST1891
TXN100671,2026-07-15,2026-07-16,Food Services,Reversal,INR,331.87,Completed,REF200671,External Settlement File,CUST3345
TXN100672,2026-07-05,2026-07-06,Retailer B,Purchase,EUR,1337.39,Completed,REF200672,External Settlement File,CUST8952
TXN100673,2026-07-19,2026-07-20,Retailer A,Reversal,INR,876.29,Completed,REF200673,External Settlement File,CUST6553
TXN100674,2026-07-10,2026-07-13,Travel Co,Purchase,INR,646.89,Pending,REF200674,External Settlement File,CUST3157
TXN100675,2026-07-05,2026-07-06,Food Services,Refund,INR,718.37,Completed,REF200675,External Settlement File,CUST5247
TXN100676,2026-07-17,2026-07-19,Utility Co,Purchase,INR,2333.45,Pending,REF200676,External Settlement File,CUST7784
TXN100677,2026-07-02,2026-07-03,Retailer A,Purchase,EUR,2025.48,Completed,REF200677,External Settlement File,CUST1439
TXN100678,2026-07-18,2026-07-20,Retailer A,Purchase,INR,3030.33,Completed,REF200678,External Settlement File,CUST3500
TXN100679,2026-07-12,2026-07-14,Utility Co,Purchase,USD,2113.3,Completed,REF200679,External Settlement File,CUST8804
TXN100680,2026-07-30,2026-07-31,Digital Store,Purchase,INR,1771.67,Completed,REF200680,External Settlement File,CUST8090
TXN100681,2026-07-11,2026-07-12,Travel Co,Purchase,INR,2103.71,Completed,REF200681,External Settlement File,CUST2933
TXN100682,2026-07-16,2026-07-18,Travel Co,Purchase,INR,7712.15,Pending,REF200682,External Settlement File,CUST1366
TXN100683,2026-07-16,2026-07-18,Retailer A,Purchase,USD,1476.32,Completed,REF200683,External Settlement File,CUST8838
TXN100684,2026-07-08,2026-07-10,Retailer B,Purchase,INR,908.33,Completed,REF200684,External Settlement File,CUST4612
TXN100685,2026-07-23,2026-07-26,Digital Store,Purchase,INR,839.36,Completed,REF200685,External Settlement File,CUST1550
TXN100686,2026-07-12,2026-07-15,Retailer B,Purchase,INR,2056.0,Completed,REF200686,External Settlement File,CUST4231
TXN100687,2026-07-05,2026-07-06,Food Services,Refund,INR,1195.61,Pending,REF200687,External Settlement File,CUST4307
TXN100688,2026-07-15,2026-07-16,Utility Co,Purchase,INR,816.15,Completed,REF200688,External Settlement File,CUST7784
TXN100689,2026-07-15,2026-07-16,Utility Co,Purchase,INR,1036.32,Pending,REF200689,External Settlement File,CUST8971
TXN100690,2026-07-23,2026-07-24,Retailer A,Purchase,USD,426.33,Completed,REF200690,External Settlement File,CUST9517
TXN100691,2026-07-09,2026-07-10,Retailer B,Purchase,INR,351.32,Completed,REF200691,External Settlement File,CUST7932
TXN100692,2026-07-01,2026-07-03,Travel Co,Purchase,INR,501.85,Completed,REF200692,External Settlement File,CUST7756
TXN100693,2026-07-03,2026-07-06,Food Services,Purchase,EUR,627.59,Completed,REF200693,External Settlement File,CUST2674
TXN100694,2026-07-10,2026-07-11,Retailer A,Purchase,USD,1460.48,Completed,REF200694,External Settlement File,CUST7865
TXN100695,2026-07-28,2026-07-29,Utility Co,Purchase,INR,1683.82,Reversed,REF200695,External Settlement File,CUST3720
TXN100696,2026-07-05,2026-07-06,Digital Store,Purchase,INR,601.07,Completed,REF200696,External Settlement File,CUST9234
TXN100697,2026-07-11,2026-07-13,Utility Co,Purchase,INR,1819.16,Pending,REF200697,External Settlement File,CUST8925
TXN100698,2026-07-24,2026-07-25,Digital Store,Purchase,INR,512.8,Completed,REF200698,External Settlement File,CUST1103
TXN100699,2026-07-28,2026-07-29,Retailer B,Purchase,INR,465.51,Completed,REF200699,External Settlement File,CUST4963
TXN100700,2026-07-19,2026-07-20,Digital Store,Refund,INR,915.69,Completed,REF200700,External Settlement File,CUST7766
TXN100701,2026-07-11,2026-07-13,Retailer A,Reversal,INR,2313.29,Completed,REF200701,External Settlement File,CUST6981
TXN100702,2026-07-15,2026-07-17,Utility Co,Purchase,INR,2147.78,Completed,REF200702,External Settlement File,CUST7122
